,episode_id,url,show_id,show_name,episode_name,season_n,episode_n,type_ep,airstamp,runtime,average_rating,show_type,show_language,show_genres,show_status,showed_in
1851,2725736,https://www.tvmaze.com/episodes/2725736/sanningen-1x06-forsoningen,72738,Sanningen,Försoningen,1,6,regular,2024-01-21T23:00:00+00:00,40.0,7.5,Scripted,Swedish,"['Drama', 'Crime']",To Be Determined,TV4 Play
1852,2681620,https://www.tvmaze.com/episodes/2681620/vem-bor-har-9x08-vem-bor-i-kungens-festsal,22207,Vem bor här,Vem bor i kungens festsal?,9,8,regular,2024-01-22T01:00:00+00:00,60.0,,Game Show,Swedish,[],Running,SVT Play
1853,2737178,https://www.tvmaze.com/episodes/2737178/min-sanning-18x02-elisabeth-ohlson,66359,Min Sanning,Elisabeth Ohlson,18,2,regular,2024-01-22T01:00:00+00:00,,,Talk Show,Swedish,[],Running,SVT Play
1854,2732771,https://www.tvmaze.com/episodes/2732771/hej-och-tack-for-mig-1x03-dokumentarfilmaren,73775,Hej och tack för mig,Dokumentärfilmaren,1,3,regular,2024-01-22T01:00:00+00:00,59.0,,Documentary,Swedish,[],Running,SVT Play
1855,2842173,https://www.tvmaze.com/episodes/2842173/here-comes-the-sun-2024-01-21-episode-3,76062,Here Comes the Sun,Episode 3,2024,3,regular,2024-01-22T09:30:00+00:00,30.0,,News,English,[],Running,CBS News
1856,2751440,https://www.tvmaze.com/episodes/2751440/rasskazy-iz-russkoj-istorii-3x36-zabytyj-paskevic,64306,Рассказы из русской истории,Забытый Паскевич,3,36,regular,2024-01-20T00:00:00+00:00,85.0,,Documentary,Russian,[],Running,Смотрим
1857,2910543,https://www.tvmaze.com/episodes/2910543/solarballs-2024-01-20-the-moon-revolution-part-4,77713,SolarBalls,The Moon Revolution - Part 4,2024,2,regular,2024-01-20T00:00:00+00:00,,,Animation,English,[],Running,YouTube
1858,2694634,https://www.tvmaze.com/episodes/2694634/wu-dong-qian-kun-4x10-episode-10,48793,Wu Dong Qian Kun,Episode 10,4,10,regular,2024-01-20T02:00:00+00:00,25.0,,Animation,Chinese,"['Action', 'Adventure', 'Anime', 'Fantasy']",Running,Tencent QQ
1859,2684033,https://www.tvmaze.com/episodes/2684033/wan-jie-du-zun-2x150-episode-200,55087,Wan Jie Du Zun,Episode 200,2,150,regular,2024-01-20T02:00:00+00:00,8.0,,Animation,Chinese,"['Action', 'Anime', 'Fantasy', 'History']",Running,Tencent QQ
1860,2684034,https://www.tvmaze.com/episodes/2684034/wan-jie-du-zun-2x151-episode-201,55087,Wan Jie Du Zun,Episode 201,2,151,regular,2024-01-20T02:00:00+00:00,8.0,,Animation,Chinese,"['Action', 'Anime', 'Fantasy', 'History']",Running,Tencent QQ
1861,2768299,https://www.tvmaze.com/episodes/2768299/wu-ying-sanqian-dao-2x45-episode-55,61429,Wu Ying Sanqian Dao,Episode 55,2,45,regular,2024-01-20T02:00:00+00:00,,,Animation,Chinese,"['Comedy', 'Action', 'Adventure', 'Anime']",To Be Determined,Tencent QQ
1862,2643022,https://www.tvmaze.com/episodes/2643022/the-magic-chef-of-ice-and-fire-2x74-episode-126,62379,The Magic Chef of Ice and Fire,Episode 126,2,74,regular,2024-01-20T02:00:00+00:00,19.0,,Animation,Chinese,['Anime'],Running,Youku
1863,2683397,https://www.tvmaze.com/episodes/2683397/lian-qi-shi-wan-nian-1x100-episode-100,67773,Lian Qi Shi Wan Nian,Episode 100,1,100,regular,2024-01-20T02:00:00+00:00,10.0,,Animation,Chinese,[],Running,Tencent QQ
1864,2646545,https://www.tvmaze.com/episodes/2646545/soul-land-2-the-unrivaled-tang-sect-1x32-episode-32,69679,Soul Land 2: The Unrivaled Tang Sect,Episode 32,1,32,regular,2024-01-20T02:00:00+00:00,20.0,,Animation,Chinese,['Anime'],Running,Tencent QQ
1865,2736460,https://www.tvmaze.com/episodes/2736460/all-of-her-1x25-episode-25,73881,All of Her,Episode 25,1,25,regular,2024-01-20T02:00:00+00:00,7.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Youku
1866,2736461,https://www.tvmaze.com/episodes/2736461/all-of-her-1x26-episode-26,73881,All of Her,Episode 26,1,26,regular,2024-01-20T02:00:00+00:00,9.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Youku
1867,2741686,https://www.tvmaze.com/episodes/2741686/the-divine-healer-1x07-episode-7,73972,The Divine Healer,Episode 7,1,7,regular,2024-01-20T02:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Youku
1868,2705899,https://www.tvmaze.com/episodes/2705899/tokyo-joshi-pro-wrestling-2024-01-20-tjpw-the-4th-futari-wa-princess-max-heart-tournament-day-one,49740,Tokyo Joshi Pro Wrestling,"TJPW The 4th ""Futari wa Princess"" Max Heart Tournament ~Day One~",2024,5,regular,2024-01-20T03:00:00+00:00,120.0,,Sports,Japanese,[],Running,Wrestle Universe
1869,2708608,https://www.tvmaze.com/episodes/2708608/my-man-is-cupid-1x16-episode-16,66987,My Man Is Cupid,Episode 16,1,16,regular,2024-01-20T03:00:00+00:00,65.0,8.5,Scripted,Korean,"['Fantasy', 'Romance']",Ended,SBS
1870,2770402,https://www.tvmaze.com/episodes/2770402/love-catcher-japan-1x07-episode-7,74656,Love Catcher Japan,Episode 7,1,7,regular,2024-01-20T03:00:00+00:00,,,Reality,Japanese,['Romance'],Running,AbemaTV
1871,2726103,https://www.tvmaze.com/episodes/2726103/just-between-us-1x43-episode-43,73703,Just Between Us,Episode 43,1,43,regular,2024-01-20T03:30:00+00:00,15.0,,Scripted,Chinese,['Romance'],Ended,Mango TV
1872,2726104,https://www.tvmaze.com/episodes/2726104/just-between-us-1x44-episode-44,73703,Just Between Us,Episode 44,1,44,regular,2024-01-20T03:30:00+00:00,15.0,,Scripted,Chinese,['Romance'],Ended,Mango TV
1873,2825838,https://www.tvmaze.com/episodes/2825838/klassen-7x32-si-det-som-det-er,55919,Klassen,Si det som det er,7,32,regular,2024-01-20T04:00:00+00:00,10.0,,Scripted,Norwegian,"['Drama', 'Comedy', 'Children']",Running,NRK TV
1874,2732670,https://www.tvmaze.com/episodes/2732670/spare-me-great-lord-2x05-episode-5,59405,"Spare Me, Great Lord!",Episode 5,2,5,regular,2024-01-20T04:00:00+00:00,,,Animation,Chinese,"['Comedy', 'Action', 'Fantasy']",Running,Tencent QQ
1875,2764171,https://www.tvmaze.com/episodes/2764171/the-peak-of-true-martial-arts-3x16-episode-108,59822,The Peak of True Martial Arts,Episode 108,3,16,regular,2024-01-20T04:00:00+00:00,,,Animation,Chinese,"['Action', 'Adventure', 'Fantasy']",Running,Youku
1876,2764150,https://www.tvmaze.com/episodes/2764150/bu-shi-bu-mie-1x11-episode-11,72979,Bu Shi Bu Mie,Episode 11,1,11,regular,2024-01-20T04:00:00+00:00,,,Animation,,"['Action', 'Adventure', 'Anime']",Running,Bilibili
1877,2714653,https://www.tvmaze.com/episodes/2714653/night-dream-1x05-episode-5,73437,Night Dream,Episode 5,1,5,regular,2024-01-20T04:00:00+00:00,,7.5,Scripted,Thai,['Romance'],Ended,Youku
1878,2736431,https://www.tvmaze.com/episodes/2736431/taking-love-as-a-contract-1x20-episode-20,73822,Taking Love as a Contract,Episode 20,1,20,regular,2024-01-20T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Tencent QQ
1879,2739776,https://www.tvmaze.com/episodes/2739776/different-princess-1x19-episode-19,73931,Different Princess,Episode 19,1,19,regular,2024-01-20T04:00:00+00:00,40.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Youku
1880,2739777,https://www.tvmaze.com/episodes/2739777/different-princess-1x20-episode-20,73931,Different Princess,Episode 20,1,20,regular,2024-01-20T04:00:00+00:00,40.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Youku
1881,2740168,https://www.tvmaze.com/episodes/2740168/attacking-lady-1x19-episode-19,73946,Attacking Lady,Episode 19,1,19,regular,2024-01-20T04:00:00+00:00,11.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Tencent QQ
1882,2742616,https://www.tvmaze.com/episodes/2742616/my-name-is-zhao-wudi-1x14-episode-14,73947,My Name is Zhao Wudi,Episode 14,1,14,regular,2024-01-20T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Action', 'Romance']",Ended,Tencent QQ
1883,2744548,https://www.tvmaze.com/episodes/2744548/tao-hua-yuan-guai-tan-1x13-episode-13,74055,Tao Hua Yuan Guai Tan,Episode 13,1,13,regular,2024-01-20T04:00:00+00:00,10.0,,Scripted,Chinese,"['Drama', 'Horror', 'Mystery']",Ended,Tencent QQ
1884,2744549,https://www.tvmaze.com/episodes/2744549/tao-hua-yuan-guai-tan-1x14-episode-14,74055,Tao Hua Yuan Guai Tan,Episode 14,1,14,regular,2024-01-20T04:00:00+00:00,10.0,,Scripted,Chinese,"['Drama', 'Horror', 'Mystery']",Ended,Tencent QQ
1885,2746100,https://www.tvmaze.com/episodes/2746100/the-love-of-the-immortal-1x09-episode-9,74056,The Love of the Immortal,Episode 9,1,9,regular,2024-01-20T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
1886,2746101,https://www.tvmaze.com/episodes/2746101/the-love-of-the-immortal-1x10-episode-10,74056,The Love of the Immortal,Episode 10,1,10,regular,2024-01-20T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
1887,2747933,https://www.tvmaze.com/episodes/2747933/wang-zhe-rongyao-1x03-episode-3,74141,Wang Zhe Rongyao,Episode 3,1,3,regular,2024-01-20T04:00:00+00:00,,,Animation,,"['Action', 'Adventure', 'Fantasy']",Running,Tencent QQ
1888,2747934,https://www.tvmaze.com/episodes/2747934/wang-zhe-rongyao-1x04-episode-4,74141,Wang Zhe Rongyao,Episode 4,1,4,regular,2024-01-20T04:00:00+00:00,,,Animation,,"['Action', 'Adventure', 'Fantasy']",Running,Tencent QQ
1889,2881058,https://www.tvmaze.com/episodes/2881058/my-ex-wife-conquered-the-world-1x44-episode-44,77232,My Ex-Wife Conquered the World,Episode 44,1,44,regular,2024-01-20T04:00:00+00:00,2.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Weibo
1890,2881651,https://www.tvmaze.com/episodes/2881651/wen-rou-yuan-1x15-episode-15,77324,Wen Rou Yuan,Episode 15,1,15,regular,2024-01-20T04:00:00+00:00,3.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Kuaishou
1891,2741597,https://www.tvmaze.com/episodes/2741597/casualty-41x04-red-flags,729,Casualty,Red Flags,41,4,regular,2024-01-20T06:00:00+00:00,50.0,,Scripted,English,"['Drama', 'Medical']",Running,BBC iPlayer
1892,2717400,https://www.tvmaze.com/episodes/2717400/new-japan-pro-wrestling-2024-01-20-the-new-beginning-in-nagoya-2024,24963,New Japan Pro Wrestling,The New Beginning in Nagoya 2024,2024,4,regular,2024-01-20T08:00:00+00:00,120.0,,Sports,Japanese,[],Running,NJPW World
1893,2748675,https://www.tvmaze.com/episodes/2748675/mevlana-celaleddin-i-rumi-2x17-17-bolum,69023,Mevlânâ Celâleddîn-i Rûmî,17. Bölüm,2,17,regular,2024-01-20T09:00:00+00:00,70.0,,Scripted,Turkish,"['Drama', 'History']",Running,tabii
1894,2756335,https://www.tvmaze.com/episodes/2756335/antipodi-3x104-188-vitalij-urasov,64523,Антиподи,188. Віталій Юрасов,3,104,regular,2024-01-20T10:00:00+00:00,87.0,,Talk Show,Ukrainian,[],Running,Ісландія
1895,2741706,https://www.tvmaze.com/episodes/2741706/love-endures-1x01-episode-1,69798,Love Endures,Episode 1,1,1,regular,2024-01-20T10:00:00+00:00,45.0,,Scripted,Chinese,['Romance'],Ended,Youku
1896,2741707,https://www.tvmaze.com/episodes/2741707/love-endures-1x02-episode-2,69798,Love Endures,Episode 2,1,2,regular,2024-01-20T10:00:00+00:00,45.0,,Scripted,Chinese,['Romance'],Ended,Youku
1897,2744505,https://www.tvmaze.com/episodes/2744505/sword-and-fairy-1x07-episode-7,71163,Sword and Fairy,Episode 7,1,7,regular,2024-01-20T10:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Tencent QQ
1898,2744506,https://www.tvmaze.com/episodes/2744506/sword-and-fairy-1x08-episode-8,71163,Sword and Fairy,Episode 8,1,8,regular,2024-01-20T10:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Tencent QQ
1899,2725214,https://www.tvmaze.com/episodes/2725214/youll-never-walk-alone-1x28-episode-28,73639,You'll Never Walk Alone,Episode 28,1,28,regular,2024-01-20T10:00:00+00:00,40.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Youku
1900,2742855,https://www.tvmaze.com/episodes/2742855/shanghai-picked-flowers-1x15-episode-15,73952,Shanghai Picked Flowers,Episode 15,1,15,regular,2024-01-20T10:00:00+00:00,45.0,,Scripted,Chinese,['Drama'],Ended,Tencent QQ
1901,2742856,https://www.tvmaze.com/episodes/2742856/shanghai-picked-flowers-1x16-episode-16,73952,Shanghai Picked Flowers,Episode 16,1,16,regular,2024-01-20T10:00:00+00:00,45.0,,Scripted,Chinese,['Drama'],Ended,Tencent QQ
1902,2730117,https://www.tvmaze.com/episodes/2730117/hver-gang-vi-motes-14x07-ramon-del-1,11502,Hver gang vi møtes,Ramón - del 1,14,7,regular,2024-01-20T11:00:00+00:00,43.0,,Reality,Norwegian,['Music'],To Be Determined,TV 2 Play
1903,2730118,https://www.tvmaze.com/episodes/2730118/hver-gang-vi-motes-14x08-ramon-del-2,11502,Hver gang vi møtes,Ramón - del 2,14,8,regular,2024-01-20T11:00:00+00:00,25.0,,Reality,Norwegian,['Music'],To Be Determined,TV 2 Play
1904,2736567,https://www.tvmaze.com/episodes/2736567/scout-hero-1x20-episode-20,69806,Scout Hero,Episode 20,1,20,regular,2024-01-20T11:30:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'War']",Ended,Beijing TV
1905,2722871,https://www.tvmaze.com/episodes/2722871/world-wonder-ring-stardom-2024-01-20-stardom-award-2023-in-takadanobaba-day-1,42383,World Wonder Ring STARDOM,Stardom Award 2023 in Takadanobaba Day 1,2024,8,regular,2024-01-20T12:00:00+00:00,120.0,,Sports,English,[],Running,StardomWorld
1906,2742756,https://www.tvmaze.com/episodes/2742756/street-dance-of-china-6x12-ep12,47913,Street Dance of China,EP12,6,12,regular,2024-01-20T12:00:00+00:00,210.0,,Reality,Chinese,[],Running,Youku
1907,2747923,https://www.tvmaze.com/episodes/2747923/world-war-two-week-by-week-6x21-20-january-1945,49147,World War Two: Week by Week,20 January 1945,6,21,regular,2024-01-20T12:00:00+00:00,26.0,,Documentary,English,"['War', 'History']",Ended,YouTube
1908,2734790,https://www.tvmaze.com/episodes/2734790/the-pit-stop-18x03-bebe-zahara-benet,59863,The Pit Stop,BeBe Zahara Benet,18,3,regular,2024-01-20T12:00:00+00:00,38.0,,Talk Show,English,[],Running,YouTube
1909,2748636,https://www.tvmaze.com/episodes/2748636/senorita-89-2x01-episode-1,60277,Señorita 89,Episode 1,2,1,regular,2024-01-20T12:00:00+00:00,41.0,,Scripted,Spanish,"['Drama', 'Thriller']",To Be Determined,BBC iPlayer
1910,2748637,https://www.tvmaze.com/episodes/2748637/senorita-89-2x02-episode-2,60277,Señorita 89,Episode 2,2,2,regular,2024-01-20T12:00:00+00:00,46.0,,Scripted,Spanish,"['Drama', 'Thriller']",To Be Determined,BBC iPlayer
1911,2748638,https://www.tvmaze.com/episodes/2748638/senorita-89-2x03-episode-3,60277,Señorita 89,Episode 3,2,3,regular,2024-01-20T12:00:00+00:00,47.0,,Scripted,Spanish,"['Drama', 'Thriller']",To Be Determined,BBC iPlayer
1912,2748639,https://www.tvmaze.com/episodes/2748639/senorita-89-2x04-episode-4,60277,Señorita 89,Episode 4,2,4,regular,2024-01-20T12:00:00+00:00,45.0,,Scripted,Spanish,"['Drama', 'Thriller']",To Be Determined,BBC iPlayer
1913,2748640,https://www.tvmaze.com/episodes/2748640/senorita-89-2x05-episode-5,60277,Señorita 89,Episode 5,2,5,regular,2024-01-20T12:00:00+00:00,48.0,,Scripted,Spanish,"['Drama', 'Thriller']",To Be Determined,BBC iPlayer
1914,2748641,https://www.tvmaze.com/episodes/2748641/senorita-89-2x06-episode-6,60277,Señorita 89,Episode 6,2,6,regular,2024-01-20T12:00:00+00:00,44.0,,Scripted,Spanish,"['Drama', 'Thriller']",To Be Determined,BBC iPlayer
1915,2748642,https://www.tvmaze.com/episodes/2748642/senorita-89-2x07-episode-7,60277,Señorita 89,Episode 7,2,7,regular,2024-01-20T12:00:00+00:00,42.0,,Scripted,Spanish,"['Drama', 'Thriller']",To Be Determined,BBC iPlayer
1916,2748643,https://www.tvmaze.com/episodes/2748643/senorita-89-2x08-episode-8,60277,Señorita 89,Episode 8,2,8,regular,2024-01-20T12:00:00+00:00,37.0,,Scripted,Spanish,"['Drama', 'Thriller']",To Be Determined,BBC iPlayer
1917,2749907,https://www.tvmaze.com/episodes/2749907/strawberry-shortcake-berry-in-the-big-city-2024-01-20-the-big-apple-city-all-skate-competion,63165,Strawberry Shortcake: Berry in the Big City,The Big Apple City All-Skate Competion,2024,3,regular,2024-01-20T12:00:00+00:00,,,Animation,English,['Children'],Running,YouTube
1918,2756122,https://www.tvmaze.com/episodes/2756122/kismetse-olur-askin-gucu-2x101-episode-101,66819,Kısmetse Olur: Aşkın Gücü,Episode 101,2,101,regular,2024-01-20T12:00:00+00:00,159.0,,Reality,Turkish,['Romance'],Running,YouTube
1919,2754956,https://www.tvmaze.com/episodes/2754956/masa-borzunova-2x02-z-kanaly-rugaut-minoborony-iz-za-sbitogo-samoleta-a-50,67756,Маша Борзунова,Z-каналы ругают Минобороны из-за сбитого самолета А-50,2,2,regular,2024-01-20T12:00:00+00:00,10.0,,News,Russian,[],Running,YouTube
1920,2664691,https://www.tvmaze.com/episodes/2664691/against-the-gods-1x20-episode-20,71442,Against the Gods,Episode 20,1,20,regular,2024-01-20T12:00:00+00:00,23.0,,Animation,Chinese,"['Action', 'Adventure', 'Anime', 'Fantasy']",Ended,iQIYI
1921,2742909,https://www.tvmaze.com/episodes/2742909/jolvanezigy-2x76-a-dilettansok-vezetoje-cicaharcol-nem-fogod-elhinni-ki-szivja-meg,71524,JÓLVANEZÍGY,"A dilettánsok VEZETŐJE cicaharcol, NEM FOGOD ELHINNI ki szívja meg",2,76,regular,2024-01-20T12:00:00+00:00,40.0,,Variety,Hungarian,[],Running,YouTube
1922,2740212,https://www.tvmaze.com/episodes/2740212/our-interpreter-1x23-episode-23,72654,Our Interpreter,Episode 23,1,23,regular,2024-01-20T12:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Hunan TV
1923,2747818,https://www.tvmaze.com/episodes/2747818/whatcha-packin-15x01-whatcha-packin-s16-premiere-rupauls-drag-race-season-16,72910,Whatcha Packin',Whatcha Packin’ S16 Premiere | RuPaul’s Drag Race Season 16,15,1,regular,2024-01-20T12:00:00+00:00,10.0,,Talk Show,English,[],Running,YouTube
1924,2708251,https://www.tvmaze.com/episodes/2708251/asia-super-young-1x09-episode-9,73326,Asia Super Young,Episode 9,1,9,regular,2024-01-20T12:00:00+00:00,,,Reality,Chinese,['Music'],Ended,Youku
1925,2716330,https://www.tvmaze.com/episodes/2716330/tira-1x06-love-is-a-losing-game,73493,Tira,Love is a Losing Game,1,6,regular,2024-01-20T12:00:00+00:00,52.0,,Scripted,Indonesian,"['Drama', 'Supernatural']",To Be Determined,JioHotstar
1926,2739262,https://www.tvmaze.com/episodes/2739262/born-to-run-1x21-episode-21,73862,Born to Run,Episode 21,1,21,regular,2024-01-20T12:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Family']",Ended,CCTV-8
1927,2739263,https://www.tvmaze.com/episodes/2739263/born-to-run-1x22-episode-22,73862,Born to Run,Episode 22,1,22,regular,2024-01-20T12:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Family']",Ended,CCTV-8
1928,2744320,https://www.tvmaze.com/episodes/2744320/sword-and-fairy-4-1x11-episode-11,74045,Sword and Fairy 4,Episode 11,1,11,regular,2024-01-20T12:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,iQIYI
1929,2744321,https://www.tvmaze.com/episodes/2744321/sword-and-fairy-4-1x12-episode-12,74045,Sword and Fairy 4,Episode 12,1,12,regular,2024-01-20T12:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,iQIYI
1930,2770574,https://www.tvmaze.com/episodes/2770574/shenlong-xing-zhu-1x01-episode-1,74606,Shenlong Xing Zhu,Episode 1,1,1,regular,2024-01-20T12:00:00+00:00,8.0,,Animation,Chinese,['Anime'],Running,iQIYI
1931,2770579,https://www.tvmaze.com/episodes/2770579/shenlong-xing-zhu-1x02-episode-2,74606,Shenlong Xing Zhu,Episode 2,1,2,regular,2024-01-20T12:00:00+00:00,8.0,,Animation,Chinese,['Anime'],Running,iQIYI
1932,2770580,https://www.tvmaze.com/episodes/2770580/shenlong-xing-zhu-1x03-episode-3,74606,Shenlong Xing Zhu,Episode 3,1,3,regular,2024-01-20T12:00:00+00:00,8.0,,Animation,Chinese,['Anime'],Running,iQIYI
1933,2770588,https://www.tvmaze.com/episodes/2770588/shenlong-xing-zhu-1x04-episode-4,74606,Shenlong Xing Zhu,Episode 4,1,4,regular,2024-01-20T12:00:00+00:00,8.0,,Animation,Chinese,['Anime'],Running,iQIYI
1934,2832055,https://www.tvmaze.com/episodes/2832055/lovett-or-leave-it-2024-01-20-what-do-you-know-about-comedy-rob-reiner,76189,Lovett or Leave It,"What Do You Know About Comedy, Rob Reiner?",2024,4,regular,2024-01-20T12:00:00+00:00,85.0,,Talk Show,,[],Running,YouTube
1935,3085844,https://www.tvmaze.com/episodes/3085844/pound-house-4x05-pig-nut-bubble,81561,Pound House,Pig Nut Bubble,4,5,regular,2024-01-20T12:00:00+00:00,5.0,,Scripted,,[],Ended,YouTube
1936,3141767,https://www.tvmaze.com/episodes/3141767/the-joe-rogan-experience-2024-01-20-2089-joey-diaz,82463,The Joe Rogan Experience,#2089 - Joey Diaz,2024,9,regular,2024-01-20T12:00:00+00:00,,,Talk Show,English,[],Running,YouTube
1937,2734426,https://www.tvmaze.com/episodes/2734426/tales-of-wedding-rings-1x03-episode-3,72683,Tales of Wedding Rings,Episode 3,1,3,regular,2024-01-20T12:30:00+00:00,24.0,6.0,Animation,Japanese,['Anime'],Running,AT-X
1938,2955940,https://www.tvmaze.com/episodes/2955940/start-up-1x04-episode-4,78589,Start-Up,Episode 4,1,4,regular,2024-01-20T13:30:00+00:00,55.0,,Scripted,Thai,"['Drama', 'Comedy', 'Romance']",Ended,True ID
1939,2734669,https://www.tvmaze.com/episodes/2734669/solo-leveling-1x03-its-like-a-game,64632,Solo Leveling,It's Like a Game,1,3,regular,2024-01-20T15:00:00+00:00,30.0,8.5,Animation,Japanese,"['Anime', 'Fantasy']",Running,Tokyo MX
1940,2741993,https://www.tvmaze.com/episodes/2741993/hope-in-the-wild-6x09-south-florida-reunion,39398,Hope in the Wild,South Florida Reunion,6,9,regular,2024-01-20T17:00:00+00:00,30.0,,Reality,English,[],Running,CBS
1941,2741781,https://www.tvmaze.com/episodes/2741781/kiff-1x51-kiff-is-good-at-sports,66667,Kiff,Kiff Is Good At Sports,1,51,regular,2024-01-20T17:00:00+00:00,11.0,,Animation,English,[],Running,DisneyNOW
1942,2741782,https://www.tvmaze.com/episodes/2741782/kiff-1x52-mushroommates,66667,Kiff,Mushroommates,1,52,regular,2024-01-20T17:00:00+00:00,12.0,,Animation,English,[],Running,DisneyNOW
1943,2739112,https://www.tvmaze.com/episodes/2739112/harlem-globetrotters-play-it-forward-2x09-ballerinas-dancers-and-globetrotters,66730,Harlem Globetrotters: Play It Forward,"Ballerinas, Dancers, and... Globetrotters?",2,9,regular,2024-01-20T17:00:00+00:00,40.0,,Reality,English,[],Running,NBC.com
1944,2728755,https://www.tvmaze.com/episodes/2728755/a-home-away-1x04-first-floor-fixes,73717,A Home Away,First Floor Fixes,1,4,regular,2024-01-20T18:00:00+00:00,44.0,,Reality,English,['DIY'],To Be Determined,Magnolia Network
1945,2752749,https://www.tvmaze.com/episodes/2752749/we-have-a-date-2x06-episode-6,74277,We Have a Date,Episode 6,2,6,regular,2024-01-20T19:00:00+00:00,30.0,,Scripted,Arabic,"['Drama', 'Family']",Running,DMC
1946,2750649,https://www.tvmaze.com/episodes/2750649/atop-the-fourth-wall-16x02-batman-vs-the-predator-1,18971,Atop the Fourth Wall,Batman vs. The Predator #1,16,2,regular,2024-01-20T21:00:00+00:00,25.0,,Variety,English,[],Running,YouTube
1947,2921729,https://www.tvmaze.com/episodes/2921729/pbs-news-weekend-2024-01-20-episode-5,10564,PBS News Weekend,Episode 5,2024,5,regular,2024-01-20T22:00:00+00:00,30.0,,News,English,[],Running,PBS
1948,2732829,https://www.tvmaze.com/episodes/2732829/ama-supercross-2024-01-20-round-3-san-diego,10599,AMA Supercross,Round #3: San Diego,2024,3,regular,2024-01-20T22:30:00+00:00,180.0,,Sports,English,[],Running,Peacock
1949,2726310,https://www.tvmaze.com/episodes/2726310/stjarnorna-pa-slottet-18x04-pernilla-wibergs-dag,66344,Stjärnorna på slottet,Pernilla Wibergs dag,18,4,regular,2024-01-21T01:00:00+00:00,60.0,,Reality,Swedish,[],Running,SVT Play
1950,3041499,https://www.tvmaze.com/episodes/3041499/po-sezonu-videodajdzest-seasonvar-10x03-vypusk-465,7847,По сезону. Видеодайджест Seasonvar,Выпуск 465,10,3,regular,2024-01-19T00:00:00+00:00,8.0,,Talk Show,Russian,[],Running,Seasonvar
1951,2746715,https://www.tvmaze.com/episodes/2746715/bitva-za-vrema-1x12-12-vypusk-sastun-h-zuravlev-h-satir-h-vas,72413,Битва за время,12 выпуск | ШАСТУН х ЖУРАВЛЁВ х САТИР х ВАШ,1,12,regular,2024-01-19T00:00:00+00:00,80.0,,Game Show,Russian,['Comedy'],Running,VK Видео Originals
1952,2693746,https://www.tvmaze.com/episodes/2693746/kuplu-aktrisu-1x06-seria-6,72915,Куплю актрису,Серия 6,1,6,regular,2024-01-19T00:00:00+00:00,,,Scripted,Russian,[],Running,Start
1953,2730932,https://www.tvmaze.com/episodes/2730932/inspektor-gavrilov-1x08-seria-08,73456,Инспектор Гаврилов,Серия 08,1,8,regular,2024-01-19T00:00:00+00:00,24.0,7.5,Scripted,Russian,['Comedy'],Running,Start
1954,2787368,https://www.tvmaze.com/episodes/2787368/natalnaa-karta-1x16-16-dmitrij-pozov-pozov-zuravlev-ivancenko,73846,Натальная карта,"#16 Дмитрий Позов | Позов, Журавлев, Иванченко",1,16,regular,2024-01-19T00:00:00+00:00,126.0,,Talk Show,Russian,[],Running,VK Видео
1955,2637385,https://www.tvmaze.com/episodes/2637385/wanmei-shijie-1x146-episode-146,54894,Wanmei Shijie,Episode 146,1,146,regular,2024-01-19T02:00:00+00:00,20.0,,Animation,Chinese,"['Action', 'Adventure', 'Anime', 'Fantasy']",Running,Tencent QQ
1956,3125482,https://www.tvmaze.com/episodes/3125482/ling-jian-zun-22x14-di454ji,55016,Ling Jian Zun,第454集,22,14,regular,2024-01-19T02:00:00+00:00,,,Animation,Chinese,['Anime'],Running,Tencent QQ
